Dealer ID,Dealer Name,Lead Tier,Business Status,Identity Event,DBA,State,City,Address,Zip Code,Dealer Phone,Recommended Action,Status Summary,Needs Review,Review Reason,Website Domain,Website Live,Operating Status,Current Banner Name,Confidence,Primary Contact Name,Primary Contact Title,Primary Phone Type,Primary Contact Phone,Primary Email Tier,Primary Contact Email,Primary Contact Source,Contact 2 Name,Contact 2 Title,Contact 2 Phone,Contact 2 Email,Contact 2 Source,Contact 3 Name,Contact 3 Title,Contact 3 Phone,Contact 3 Email,Contact 3 Source,Reference URLs
IN117,Fays Marina,b_list,active,none,Fays Marina,IN,La Porte,909 Pine Lake Avenue,46350,(219) 362-1491,Call main store line ((219) 362-1491) and ask for Rob Pease (Finance Manager). Account inactive for 221 days.,The dealership is currently operating with posted sales and service hours at the La Porte address.,No,,boatshop.com,Yes,open,Fay's Marina,high,Rob Pease,Finance Manager,store_switchboard,(219) 362-1491,verified_store_switchboard,professional@boatshop.com,Web Search,Ed Fay,Owner,,,LinkedIn,Chris Mccarty,Representative,,,CRM,https://boatshop.com/ ; https://www.linkedin.com/company/fays-marina-outdoor ; https://boatshop.com/map-and-hours/ ; https://viaggiopontoonboats.com/dealers/fays-marina/
IN216,Woodland Airstream of Indiana,b_list,active,none,Woodland Airstream of Indiana,IN,Lebanon,955 Lasley Drive,46052,(765) 484-8535,Call main store line ((765) 484-8535) and ask for John Gustafson (President). Account inactive for 115 days.,"The Lebanon dealership is listed with hours and contact details, indicating it is operating.",No,,woodlandairstream.com,Yes,open,Woodland Airstream,high,John Gustafson,President,store_switchboard,(765) 484-8535,verified_store_switchboard,adam@woodlandairstream.com,Website Staff Page,Adam Coley,General Manager,,,Website Staff Page,Dennis Buterbaugh,Airstream Master Sales,,,Website Staff Page,https://www.woodlandairstream.com/ ; https://www.woodlandairstream.com/staff ; https://www.woodlandairstream.com/about-us ; https://www.bbb.org/us/in/lebanon/profile/rv-dealers/woodland-airstream-0382-90054095
IN150,Liberty Sales,investigate,active,none,Liberty Sales,IN,Liberty,5935 South State Road 101,47353,765-458-5435,Email Bill Gibbs (Representative) at bsgibbs4@aol.com. Use store switchboard (765-458-5435) for phone follow-up.,"Current web results show Liberty Sales still associated with 5935 S State Road 101, Liberty, IN 47353, and the business website is active at libertyrvsales.com. Directory results list the same phone number and address, while one listing notes it is closed now, so the strongest read is that the business is still operating but may have irregular hours.",No,,libertyrvsales.com,Yes,open,Liberty Sales,medium,Bill Gibbs,Representative,store_switchboard,(765) 458-5435,verified_personal,bsgibbs4@aol.com,CRM,Shawn Wiegers,General Manager/Finance Director,,,Web Search,Jeff Hirsch,Owner and CEO,,,LinkedIn,https://www.campersinn.com/ ; https://www.libertytoyota.com/dealership/staff.htm
IN174,"Gerton Auto Sales, Inc.",glengarry,active,none,"Gerton Auto Sales, Inc.",IN,Mount Vernon,1335 EAST 4TH STREET,47620,(812) 838-2248,Email John Gerton (Owner) at john@gertonautosales.com. Use store switchboard ((812) 838-2248) for phone follow-up. Account inactive for 114 days.,"The dealership’s own site shows Gerton Auto Sales, Inc. is operating with current hours, a main phone number, and the address 1335 E. 4th Street, Mount Vernon, IN 47620. Third-party listings also show the same business name and address, while no current evidence indicates a permanent closure; one directory entry marked it closed appears inconsistent with the active dealership website and other listings.",No,,gertonautosales.com,Yes,open,"Gerton Auto Sales, Inc.",medium,John Gerton,Owner,store_switchboard,(812) 838-2248,verified_personal,john@gertonautosales.com,CRM,Gavin Varner,Service Manager,,,LinkedIn,Jill Gerton,Corporate Secretary,,,LinkedIn,https://www.gertonautosales.com/ ; https://www.gertonautosales.com/about-us ; https://www.gertonautosales.com/vehicle-details/2025-prime-time-tracer-255ds-731149409c4d4d95bba32251165d1254 ; https://www.gertonautosales.com/about-us & SourceOne CRM
IN186,SCHNELKER MARINE and POWERSPORTS,b_list,active,none,"SCHNELKER MARINE, INC.",IN,New Haven,640 LINCOLN HIGHWAY WEST,46774,(260) 749-8909,Email Barb Sorg (Representative) at barb@schnelkermarine.com. Use store switchboard ((260) 749-8909) for phone follow-up. Account inactive for 872 days.,"The dealership’s website is live and describes the business as a current dealership in New Haven, Indiana.",No,,schnelkermarine.com,Yes,open,Schnelker Marine & Powersports,high,Barb Sorg,Representative,store_switchboard,(260) 749-8909,verified_personal,barb@schnelkermarine.com,CRM,Terry Van Daele,Owner and President,,,LinkedIn,Shelly Van Daele,Co-Owner,,,LinkedIn,https://www.schnelkermarine.com/ ; https://www.bbb.org/us/in/new-haven/profile/marine-sales-and-service/schnelker-marine-inc-0352-10015228 ; https://www.linkedin.com/company/schnelker-marine---focus-powersports ; https://www.bbb.org/us/in/new-haven/profile/marine-sales-and-service/schnelker-marine-0352-10015228/addressId/20628
IN185,LAKEVIEW MARINE,b_list,active,none,LAKEVIEW MARINE INC,IN,Noblesville,20901 HAGUE ROAD,46062,(317) 773-6885,Call main store line ((317) 773-6885) and ask for Jeff Lingenfelter (Owner). Account inactive for 1450 days.,"The dealership is open year-round and offers sales, service, parts, warranty, storage, and transportation.",No,,lakeviewmarine.net,Yes,open,Lakeview Marine,high,Jeff Lingenfelter,Owner,store_switchboard,(317) 773-6885,verified_store_switchboard,CALIA@LAKEVIEWMARINA.NET,BBB,Calia Watson,Representative,,,CRM,,,,,,https://www.lakeviewmarine.net/ ; https://www.bbb.org/us/in/noblesville/profile/boat-dealers/lakeview-marina-inc-0382-11000221 ; https://www.lakeviewmarina.net/about-us-boats-dealership--info
IN132,"Suncoast Trailer Sales, Inc.",b_list,active,none,"Suncoast Trailer Sales, Inc.",IN,Pierceton,7839 East 250 South,46562,(888) 595-2443,Call main store line ((888) 595-2443) and ask for Bob Biggs (President). Account inactive for 597 days.,The dealership is operating at the Pierceton address and has listed business hours.,No,,suncoastrvtrailersales.com,Yes,open,Suncoast RV Sales Inc.,high,Bob Biggs,President,store_switchboard,(888) 595-2443,verified_store_switchboard,BRAD@RBSALES.COM,BBB,Randy Bowman,Vice President,,,BBB,Brad Hamilton,Sales,,,LinkedIn,https://suncoastrvtrailersales.com ; https://www.bbb.org/us/in/pierceton/profile/rv-dealers/suncoast-trailer-sales-inc-0352-90080197 ; https://www.yelp.com/biz/suncoast-trailer-sales-pierceton ; https://www.suncoastrvtrailersales.com/about-us.htm ; https://www.bbb.org/us/in/pierceton/profile/rv-dealers/suncoast-trailer-sales-inc-0352-90080197 & SourceOne CRM
IN187,REEDER TRAUSCH MARINES,b_list,active,none,REEDER TRAUSCH MARINES,IN,Rockville,6950 E. US HIGHWAY 36,47872,(765) 344-1771,Call main store line ((765) 344-1771) and ask for J Hurless (President). Account inactive for 535 days.,The dealership’s website is live and describes the business as an authorized marine dealership serving Rockville.,No,,reedertrauschmarines.com,Yes,open,Reeder Trausch Marine Inc.,high,J Hurless,President,store_switchboard,(765) 344-1771,verified_store_switchboard,pete@reedertrauschmarines.com,LinkedIn,Stacey Polk,General Manager,,,Web Search,Peter Woollacott,Business Manager,,,LinkedIn,https://www.reedertrauschmarines.com/ ; https://www.reedertrauschmarines.com/pages/about-us ; https://www.reedertrauschmarines.com/pages/our-crew ; https://www.linkedin.com/company/reeder-trausch-marine
IN214,Wetnight RV's,glengarry,active,none,Wetnight RV's,IN,Terra Haute,4401 US HWY 41,47805,(812) 466-3961,Email Tom Wetnight (Owner) at twetnightrv@gmail.com. Use store switchboard ((812) 466-3961) for phone follow-up. Account inactive for 166 days.,"The dealership is currently presenting itself as open and operating with sales, service, parts, financing, and rentals.",No,,wetnighttrailersales.com,Yes,open,Wetnight RV's,high,Tom Wetnight,Owner,store_switchboard,(812) 466-3961,verified_personal,twetnightrv@gmail.com,Web Search,Lori Myers,Office Specialist,,,LinkedIn,,,,,,https://www.wetnighttrailersales.com/ ; https://www.wetnighttrailersales.com/contact ; https://www.bbb.org/us/in/terre-haute/profile/rv-dealers/wetnights-r-v-sales-service-0382-3013040/addressId/4992 ; https://www.yelp.com/biz/wetnight-rv-terre-haute-3
KY125,KY LAKE TRAILER SALES INC,b_list,active,none,KY LAKE TRAILER SALES INC,KY,Calvert City,161 KENNEDY AVENUE,42029,(270) 395-0483,Call main store line ((270) 395-0483) and ask for Teddy Wynn (President/Owner). Account inactive for 1418 days.,The dealership’s website is live and was updated in 2026.,No,,kentuckylaketrailersales.com,Yes,open,KY Lake Trailer Sales,high,Teddy Wynn,President/Owner,store_switchboard,(270) 395-0483,verified_store_switchboard,tbagby@kylts.com,BBB,Jason Bagby,General Manager,,,BBB,,,,,,https://www.kentuckylaketrailersales.com/ ; https://www.bbb.org/us/ky/calvert-city/profile/utility-trailers/kentucky-lake-trailer-sales-inc-0402-30000704 ; https://www.kentuckylaketrailersales.com/contact-us/ ; https://www.kentuckylaketrailersales.com/about/ ; https://www.bbb.org/us/ky/calvert-city/profile/utility-trailers/kentucky-lake-trailer-sales-inc-0402-30000704 & SourceOne CRM
KY130,MASTERCRAFTS RV CENTER,b_list,active,none,MASTERCRAFTS RV CENTER,KY,Hopkinsville,5400 FORT CAMPBELL BOULEVARD,42240,(518) 507-9042,Call main store line ((518) 507-9042) and ask for Bart M. Downing (Owner). Account inactive for 136 days.,The dealership website is live and shows current inventory for sale.,No,,mastercraftsrvcenter.com,Yes,open,Mastercraft's RV Center,high,Bart M. Downing,Owner,store_switchboard,(518) 507-9042,verified_store_switchboard,BART.DOWNING@MASTERCRAFTRV.COM,BBB,Amy Downing,Representative,,,CRM,,,,,,https://mastercraftsrvcenter.com ; https://www.mastercraftsrvcenter.com/b/2024-zinger-290kb-v-2024-coleman-lantern-285bh.html ; https://www.yelp.com/biz/mastercrafts-rv-center-hopkinsville ; https://www.bbb.org/us/ky/hopkinsville/profile/recreational-vehicles/mastercrafts-rv-center-0573-37190826
KY118,"YOUNGBLOODS RV CENTER, INC",glengarry,active,none,"YOUNGBLOODS RV CENTER, INC.",KY,Mayfield,2132 STATE ROUTE 45 NORTH,42066,(270) 247-8591,Email Brandy Elliott (F&I Administrator) at brandy@youngbloodrv.com. Use store switchboard ((270) 443-8211 (site) or (270) 247-8591 (CRM)) for phone follow-up. Account inactive for 275 days.,"Current dealer pages and the company’s own contact/about pages show the business operating at 2132 State Route 45 North in Mayfield under the name Youngblood's RV & Outdoor, with active hours and the phone number (270) 247-8591. The results do not show evidence of permanent closure; instead they indicate ongoing operations at this location.",No,,youngbloodrv.com,Yes,open,Youngblood's RV & Outdoor,high,Brandy Elliott,F&I Administrator,store_switchboard,(270) 247-8591,verified_personal,brandy@youngbloodrv.com,CRM,Roger Youngblood,Owner,,,Website Staff Page,Tammie Youngblood,Owner,,,Website Staff Page,https://www.youngbloodrv.com/ ; https://www.youngbloodrv.com/staff ; https://www.bbb.org/us/ky/mayfield/profile/rv-dealers/youngbloods-rv-super-center-0402-2021262 ; https://www.youngbloodrv.com/staff & SourceOne CRM ; https://www.linkedin.com/company/youngblood's-rv-of-paducah
KY128,YOUNGBLOODS RV OF PADUCAH INC,glengarry,active,none,YOUNGBLOODS RV OF PADUCAH INC,KY,Paducah,3021 OLD HUSBANDS ROAD,42003,(270) 443-8211,Email Brandy Elliott (F&I Administrator) at brandy@youngbloodrv.com. Use store switchboard ((270) 247-8591 (site) or (270) 443-8211 (CRM)) for phone follow-up. Account inactive for 474 days.,"The business is currently listed as Youngblood's RV & Outdoor with active contact details and hours on its official site, including the Paducah location at 3021 Old Husbands Rd and phone (270) 443-8211. Additional current listings also show the same name and indicate it is open, with no strong evidence that it is permanently closed or relocated.",No,,youngbloodrv.com,Yes,open,Youngblood's RV & Outdoor,high,Brandy Elliott,F&I Administrator,store_switchboard,(270) 443-8211,verified_personal,brandy@youngbloodrv.com,CRM,Roger Youngblood,Owner,,,Website Staff Page,Tammie Youngblood,Owner,,,Website Staff Page,https://www.youngbloodrv.com/ ; https://www.youngbloodrv.com/staff ; https://www.linkedin.com/company/youngblood's-rv-of-paducah ; https://www.youngbloodrv.com/about-us ; https://www.youngbloodrv.com/staff & SourceOne CRM
OH216,"Amos Motor and RV, INC",glengarry,active,none,"Amos Motor And RV,Inc",OH,Bradner,109 S Main St,43406,(419) 288-2700,Email Julie St. Clair (Owner / Service Manager) at jstclair@amosrv.com. Use store switchboard ((419) 288-2700) for phone follow-up. Dealer historically leaned on credit unions for reserve — emphasize competitive advance and reserve rates. Account inactive for 107 days.,The dealership’s website is live and lists current hours for sales and service.,No,,amosrv.com,Yes,open,Amos Motor & RV,high,Julie St. Clair,Owner / Service Manager,store_switchboard,(419) 288-2700,verified_personal,jstclair@amosrv.com,CRM,Katie St. Clair,Finance Manager,,,Website Staff Page,Jon St. Clair,Owner / Service Technician / Sales,,,Website Staff Page,https://amosrv.com ; http://amosrv.com/about-us/ ; https://www.linkedin.com/company/amos-motor-&-rv ; https://amosrv.com/our-team/ ; https://www.bbb.org/us/oh/bradner/profile/rv-dealers/amos-motor-rv-inc-0422-35000456
OH156,Bayview Sun and Snow Marina,b_list,active,none,Bayview Sun and Snow Marina,OH,Celina,5350 Bayview Road,45822,(419) 268-2726,Call main store line ((419) 268-2726) and ask for Will Goodwin (Sales Manager). Dealer historically leaned on credit unions for reserve — emphasize competitive advance and reserve rates. Account inactive for 1156 days.,The dealership’s website is live and describes the business as a full-service marine and powersports dealership servi...,No,,bayviewsunandsnow.com,Yes,open,Bayview Sun & Snow Marina,high,Will Goodwin,Sales Manager,store_switchboard,(419) 268-2726,verified_store_switchboard,sales@bayviewsunandsnow.com,LinkedIn,,,,,,,,,,,https://www.bayviewsunandsnow.com/ ; https://www.linkedin.com/company/bayview-sun-&-snow-marina ; https://www.bayviewsunandsnow.com/About/Our-Dealership ; https://www.bayviewsunandsnow.com/Map/Locations-Hours
OH195,Mark Wahlberg Airstream and RV,b_list,active,none,Mark Wahlberg Airstream and RV,OH,Columbus,3865 West Broad St,43228,(614) 255-5800,Call main store line ((614) 784-4700 (site) or (614) 255-5800 (CRM)) and ask for Autum Grandstaff (Finance Manager). Account inactive for 338 days.,"The business is currently presented on its own official site as Mark Wahlberg Airstream & RV at 3865 W. Broad Street, Columbus, OH 43228, with listed hours indicating it is open and actively operating. Current web results also show matching dealership pages and directory listings at the same address, with no evidence that it has permanently closed or relocated.",No,,markwahlbergrv.com,Yes,open,Mark Wahlberg Airstream & RV,high,Autum Grandstaff,Finance Manager,store_switchboard,(614) 255-5800,verified_store_switchboard,autum@markwahlbergrv.com,LinkedIn,Chris Haydocy,Owner,,,BBB,Aaron Jones,General Manager,,,BBB,https://markwahlbergvu.com/ ; https://www.linkedin.com/company/mark-wahlberg-airstream-rv ; https://www.bbb.org/us/oh/columbus/profile/rv-dealers/mark-wahlberg-airstream-and-rv-0302-70095242 ; https://www.bbb.org/us/oh/columbus/profile/rv-dealers/mark-wahlberg-airstream-and-rv-0302-70095242 & SourceOne CRM
OH209,Post's Traveland USA,b_list,active,none,Post's Traveland USA,OH,Columbus,4145 Westerville Rd (Rear),43224,(614) 471-0550,Call main store line ((614) 471-0550) and ask for Joann Rhodes (President). Account inactive for 115 days.,"The business is currently operating as Post's Traveland at 4145 Westerville Road, Rear, Columbus, OH 43224, with its official site and contact page showing that address and the main phone number (614) 471-0550. Multiple current listings still reference the old 4330 Westerville Rd location, but the company's own site identifies the newer address, so the 4330 address appears to be the former location rather than the active one.",No,,postrv.com,Yes,open,Post's Traveland USA,medium,Joann Rhodes,President,store_switchboard,(614) 471-0550,verified_store_switchboard,jrhodes@postrv.com,BBB,,,,,,,,,,,https://www.postrv.com/ ; https://www.linkedin.com/company/post%E2%80%99s-traveland ; https://www.postrv.com/pages/about-us ; https://www.bbb.org/us/oh/columbus/profile/rv-dealers/posts-traveland-usa-0302-21002354 ; https://www.yelp.com/biz/post-rv-service-center-columbus
OH139,Dixie Marine,b_list,active,none,Dixie Marine,OH,Fairfield,5739 Dixie Highway,45014,(937) 365-2801,Call main store line ((937) 365-2801) and ask for Anita Watson Short (Finance Manager). Account inactive for 163 days.,"The business appears to be actively operating at 5739 Dixie Highway in Fairfield, with its own website showing Dixie Marine in Fairfield and the same phone number. Multiple current directory and map listings also show the same address, hours, and contact details, with no strong evidence that it is permanently closed or relocated.",No,,dixiemarine.com,Yes,open,Dixie Marine,high,Anita Watson Short,Finance Manager,store_switchboard,(937) 365-2801,verified_store_switchboard,fax@ckfinance.com,LinkedIn,Bill Lewis,Owner,,,BBB,Chris Hecht,Representative,,,CRM,https://hagadonemarine.comcgoodlander ; https://www.bbb.org/us/oh/fairfield/profile/boat-dealers/dixie-marine-0292-1156514/ ; https://www.yelp.com/biz/dixie-marine-fairfield-2
OH119,Sherwood Auto and  Camper Sales,b_list,active,none,Sherwood Auto amd Camper Sales,OH,Hillsboro,1460 North High Street,45133,(937) 393-3821,Call main store line ((937) 393-3821) and ask for Norman Ludwick (President / Owner). Account inactive for 156 days.,The dealership website is live and states the business is available at the Hillsboro location with phone contact deta...,No,,sherwoodautocampersales.com,Yes,open,Sherwood Auto & Camper Sales,high,Norman Ludwick,President / Owner,store_switchboard,(937) 393-3821,verified_store_switchboard,wgatap23@gmail.com,Website Staff Page,Ronnie Ludwick,"Sales Manager, Service & Parts Manager",,,Website Staff Page,Barb Ludwick,Title Clerk and Financing,,,CRM,https://www.sherwoodautocampersales.com/ ; https://www.sherwoodautocampersales.com/staff ; https://www.bbb.org/us/oh/hillsboro/profile/rv-dealers/sherwood-auto-camper-sales-0292-36001670 ; https://www.sherwoodautocampersales.com/about-us ; https://www.sherwoodautocampersales.com/staff & SourceOne CRM
OH149,Buds Marine,b_list,active,none,Buds Marine,OH,Huntsville,7169 County RD 38,43324,937-686-5555,Email Bud Christman (Owner) at dmendoza@ronhoover.com. Use store switchboard (937-686-5555) for phone follow-up.,"Current web results show Bud's Marine still operating at 7169 Co. Rd. 38, Huntsville, OH 43324, with live store-hours and contact details on its own website and multiple recent directory listings. No evidence indicates a closure, acquisition, relocation, or rebrand at this address.",No,,budsmarine.com,Yes,open,Bud's Marine,high,Bud Christman,Owner,store_switchboard,(937) 686-5555,verified_personal,dmendoza@ronhoover.com,Web Search,Peggy Christman,Representative,,,CRM,,,,,,https://budsmarine.com/ ; http://www.budsmarine.com/about.htm ; https://www.bbb.org/us/oh/huntsville/profile/boat-dealers/buds-marine-0302-8005125
